employee_id,age,revenu_mensuel,statut_marital,departement,poste,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,nombre_participation_pee,frequence_deplacement,annes_sous_responsable_actuel
924,36,6586,Marié(e),Consulting,Manager,17,16,8,3,3,4,1,2,3,Oui,17.0,1,Occasionnel,11
925,47,3294,Célibataire,Commercial,Représentant Commercial,3,3,2,4,2,4,1,2,3,Oui,18.0,0,Occasionnel,2
926,22,4171,Marié(e),Consulting,Tech Lead,4,3,2,2,3,3,1,4,3,Oui,19.0,1,Occasionnel,2
927,41,2778,Divorcé(e),Consulting,Consultant,10,7,7,2,1,4,3,2,3,Oui,13.0,1,Occasionnel,0
930,28,2377,Divorcé(e),Consulting,Assistant de Direction,6,2,2,3,3,3,2,3,3,Non,18.0,1,Occasionnel,2
932,39,2404,Marié(e),Consulting,Consultant,8,2,2,4,3,1,4,1,4,Oui,21.0,0,Occasionnel,2
933,27,2318,Célibataire,Consulting,Assistant de Direction,1,1,1,2,3,3,3,3,3,Non,19.0,0,Occasionnel,0
934,34,2008,Divorcé(e),Consulting,Consultant,1,1,0,2,3,2,2,3,3,Non,14.0,2,Occasionnel,0
936,42,6244,Célibataire,Commercial,Cadre Commercial,10,5,4,3,2,3,1,3,3,Non,17.0,0,Occasionnel,3
939,33,2799,Célibataire,Consulting,Assistant de Direction,6,3,2,3,2,1,2,3,3,Oui,11.0,0,Occasionnel,2
940,58,10552,Divorcé(e),Consulting,Manager,24,6,0,3,2,2,4,3,3,Oui,13.0,1,Occasionnel,4
941,31,2329,Marié(e),Commercial,Représentant Commercial,13,7,7,2,2,3,2,4,3,Non,15.0,0,Occasionnel,2
942,35,4014,Marié(e),Consulting,Manager,10,10,6,4,3,4,4,1,4,Oui,25.0,1,Occasionnel,7
944,49,7403,Marié(e),Consulting,Consultant,29,26,9,1,3,2,3,2,3,Non,11.0,1,Occasionnel,7
945,48,2259,Marié(e),Consulting,Assistant de Direction,13,0,0,4,3,3,1,2,3,Non,17.0,2,Occasionnel,0
947,31,6932,Marié(e),Commercial,Cadre Commercial,9,9,8,4,3,3,4,2,3,Non,13.0,1,Aucun,0
949,36,4678,Célibataire,Consulting,Assistant de Direction,8,6,2,2,3,4,3,3,3,Non,18.0,0,Occasionnel,1
950,38,13582,Marié(e),Consulting,Directeur Technique,15,15,12,4,3,1,2,3,3,Non,13.0,1,Occasionnel,11
951,32,2332,Marié(e),Consulting,Consultant,5,3,0,3,2,2,3,3,4,Non,20.0,0,Aucun,2
952,25,2413,Marié(e),Commercial,Représentant Commercial,1,1,0,3,2,2,3,3,3,Oui,18.0,3,Occasionnel,0
954,40,9705,Divorcé(e),Commercial,Cadre Commercial,11,1,0,1,2,2,2,2,3,Non,12.0,1,Occasionnel,0
956,26,4294,Célibataire,Commercial,Cadre Commercial,7,7,7,3,2,1,2,3,3,Non,12.0,0,Frequent,7
957,41,4721,Célibataire,Consulting,Consultant,20,18,13,4,3,1,3,3,3,Oui,13.0,0,Occasionnel,17
958,36,2519,Célibataire,Consulting,Consultant,16,11,8,3,3,3,3,3,4,Non,21.0,0,Occasionnel,9
959,19,2121,Célibataire,Commercial,Représentant Commercial,1,1,0,4,2,2,2,4,3,Oui,13.0,0,Occasionnel,0
960,20,2973,Célibataire,Consulting,Consultant,1,1,0,1,3,1,2,3,3,Non,19.0,0,Occasionnel,0
961,31,5855,Marié(e),Consulting,Manager,10,9,7,4,3,4,3,1,3,Oui,11.0,2,Occasionnel,5
964,40,3617,Divorcé(e),Consulting,Assistant de Direction,3,1,1,4,3,2,4,3,3,Oui,14.0,1,Frequent,0
966,32,6725,Marié(e),Consulting,Tech Lead,8,8,7,3,3,1,3,4,3,Non,12.0,1,Occasionnel,3
967,36,10325,Marié(e),Commercial,Cadre Commercial,16,16,7,3,2,4,1,3,3,Oui,11.0,1,Occasionnel,7
969,33,6949,Célibataire,Consulting,Manager,6,5,0,2,2,4,1,3,3,Non,14.0,0,Occasionnel,4
970,37,10609,Marié(e),Commercial,Cadre Commercial,17,14,1,1,2,3,3,1,3,Non,11.0,0,Occasionnel,7
972,45,4447,Marié(e),Consulting,Consultant,9,9,7,3,3,2,2,2,3,Non,12.0,0,Aucun,8
974,29,2157,Marié(e),Commercial,Représentant Commercial,3,3,1,3,3,4,2,3,3,Non,15.0,1,Frequent,2
975,35,4601,Marié(e),Commercial,Cadre Commercial,5,5,2,3,3,3,2,3,3,Non,16.0,0,Occasionnel,0
976,52,17099,Marié(e),Consulting,Senior Manager,26,9,8,4,3,4,2,2,3,Non,15.0,1,Occasionnel,8
977,58,2479,Célibataire,Consulting,Assistant de Direction,7,1,0,4,3,3,1,3,4,Non,24.0,0,Occasionnel,0
981,53,14852,Divorcé(e),Commercial,Senior Manager,22,17,13,3,3,3,3,4,3,Non,13.0,1,Occasionnel,2
982,30,7264,Divorcé(e),Commercial,Cadre Commercial,10,8,4,3,3,3,1,4,3,Non,11.0,1,Occasionnel,7
983,38,5666,Célibataire,Commercial,Cadre Commercial,6,5,3,3,3,4,2,3,3,Oui,13.0,0,Aucun,3
984,35,7823,Divorcé(e),Commercial,Cadre Commercial,12,10,9,4,3,4,2,3,3,Non,13.0,1,Occasionnel,8
985,39,7880,Célibataire,Commercial,Cadre Commercial,9,8,7,1,4,3,4,3,3,Non,18.0,0,Occasionnel,7
986,40,13194,Célibataire,Commercial,Cadre Commercial,22,1,0,2,4,2,4,2,3,Oui,16.0,0,Aucun,0
987,47,5067,Divorcé(e),Consulting,Tech Lead,20,19,10,3,4,3,3,4,3,Oui,19.0,0,Frequent,7
990,36,5079,Divorcé(e),Commercial,Cadre Commercial,12,7,7,1,3,4,4,3,3,Non,13.0,2,Aucun,7
991,31,2321,Célibataire,Consulting,Assistant de Direction,4,3,2,3,2,1,1,3,4,Oui,22.0,0,Aucun,2
992,33,17444,Célibataire,Commercial,Senior Manager,10,10,8,4,3,3,4,3,3,Non,11.0,0,Aucun,0
994,29,2404,Célibataire,Consulting,Assistant de Direction,3,0,0,4,2,1,3,3,4,Oui,20.0,0,Occasionnel,0
995,33,3452,Célibataire,Consulting,Assistant de Direction,5,3,2,2,3,4,1,3,3,Non,18.0,0,Occasionnel,2
996,45,2270,Divorcé(e),Consulting,Consultant,8,5,3,4,3,4,4,3,3,Non,14.0,2,Occasionnel,2
997,50,17399,Divorcé(e),Consulting,Directeur Technique,32,5,4,4,3,4,3,2,4,Non,22.0,1,Occasionnel,3
998,33,5488,Marié(e),Consulting,Manager,6,6,5,3,4,2,1,3,3,Oui,13.0,1,Frequent,2
999,41,19419,Divorcé(e),Consulting,Directeur Technique,21,18,16,1,3,3,2,4,3,Non,17.0,1,Frequent,11
1001,27,2811,Marié(e),Consulting,Consultant,4,2,2,3,3,2,2,3,3,Non,14.0,1,Occasionnel,2
1002,45,3633,Marié(e),Consulting,Consultant,9,9,8,4,3,1,3,3,3,Oui,15.0,1,Aucun,8
1003,47,4163,Célibataire,Commercial,Cadre Commercial,9,9,0,4,3,4,3,3,3,Oui,17.0,0,Occasionnel,7
1004,30,2132,Marié(e),Consulting,Assistant de Direction,7,5,2,1,3,3,2,3,3,Oui,11.0,0,Occasionnel,1
1005,50,13973,Marié(e),Consulting,Tech Lead,22,12,11,4,3,3,4,3,3,Oui,18.0,1,Occasionnel,5
1006,38,2684,Marié(e),Consulting,Assistant de Direction,3,2,1,3,3,3,2,2,3,Non,17.0,1,Frequent,2
1007,46,10845,Divorcé(e),Consulting,Tech Lead,13,8,7,4,3,3,2,3,3,Non,13.0,1,Occasionnel,7
1009,24,4377,Divorcé(e),Consulting,Tech Lead,5,4,2,4,2,3,2,3,3,Non,15.0,2,Occasionnel,2
1010,35,3743,Divorcé(e),Consulting,Consultant,5,4,2,3,2,2,4,1,4,Oui,24.0,1,Occasionnel,2
1011,31,4148,Marié(e),Consulting,Tech Lead,4,4,3,3,3,1,3,3,3,Non,12.0,1,Frequent,3
1012,18,1051,Célibataire,Consulting,Assistant de Direction,0,0,0,2,3,4,4,3,3,Non,15.0,0,Aucun,0
1013,54,10739,Marié(e),Consulting,Tech Lead,22,10,7,3,3,3,3,3,3,Non,11.0,1,Occasionnel,8
1014,35,10388,Divorcé(e),Consulting,Manager,16,16,10,3,3,3,3,2,3,Oui,11.0,1,Occasionnel,1
1015,30,11416,Marié(e),Consulting,Directeur Technique,9,8,7,2,4,1,3,2,3,Oui,12.0,3,Occasionnel,7
1016,20,2600,Célibataire,Consulting,Assistant de Direction,1,1,0,4,2,1,1,3,3,Oui,15.0,0,Occasionnel,0
1017,30,2422,Célibataire,Consulting,Consultant,4,3,2,2,3,2,1,3,3,Non,17.0,0,Frequent,2
1018,26,5472,Marié(e),Consulting,Tech Lead,8,8,7,4,4,4,2,3,3,Non,12.0,0,Occasionnel,3
1019,22,2451,Marié(e),Consulting,Consultant,4,4,3,2,1,1,1,2,3,Non,15.0,1,Occasionnel,1
1022,48,4240,Célibataire,Consulting,Manager,19,2,2,1,2,3,4,3,3,Non,13.0,0,Occasionnel,2
1024,48,10999,Célibataire,Consulting,Manager,27,15,11,3,2,3,2,3,3,Non,14.0,0,Occasionnel,8
1025,41,5003,Célibataire,Consulting,Tech Lead,8,2,2,4,3,3,2,3,3,Non,14.0,0,Occasionnel,1
1026,39,12742,Marié(e),Consulting,Tech Lead,21,21,6,4,2,4,3,3,3,Non,16.0,1,Occasionnel,8
1027,27,4227,Marié(e),Consulting,Tech Lead,4,3,2,1,3,4,2,3,3,Non,18.0,1,Occasionnel,2
1028,35,3917,Divorcé(e),Consulting,Consultant,3,3,2,2,3,4,1,2,4,Non,20.0,1,Occasionnel,2
1029,42,18303,Marié(e),Commercial,Senior Manager,21,1,0,4,3,3,2,4,3,Non,13.0,0,Occasionnel,0
1030,50,2380,Marié(e),Consulting,Consultant,8,1,0,1,3,4,2,3,3,Non,18.0,0,Occasionnel,0
1032,59,13726,Célibataire,Consulting,Tech Lead,30,5,3,3,2,4,1,3,3,Oui,13.0,0,Occasionnel,3
1033,37,4777,Marié(e),Consulting,Manager,15,1,0,1,1,2,1,1,3,Non,15.0,0,Occasionnel,0
1034,55,6385,Marié(e),Consulting,Manager,17,8,7,3,3,2,4,3,3,Oui,14.0,2,Frequent,7
1035,41,19973,Divorcé(e),Consulting,Directeur Technique,21,21,16,2,1,3,2,3,4,Non,22.0,2,Aucun,10
1036,38,6861,Célibataire,Commercial,Cadre Commercial,19,1,0,2,3,4,3,3,3,Oui,12.0,0,Occasionnel,0
1037,26,4969,Célibataire,Commercial,Cadre Commercial,7,2,2,2,1,1,4,3,3,Non,18.0,0,Aucun,2
1038,52,19845,Marié(e),Commercial,Senior Manager,33,32,14,1,1,4,4,3,3,Non,15.0,1,Occasionnel,9
1039,44,13320,Marié(e),Commercial,Cadre Commercial,23,12,11,4,4,4,3,3,3,Oui,18.0,1,Occasionnel,11
1040,50,6347,Marié(e),Commercial,Cadre Commercial,19,18,7,4,3,3,1,3,3,Non,12.0,1,Aucun,13
1042,36,2743,Célibataire,Consulting,Consultant,18,17,13,3,4,1,3,3,3,Non,16.0,0,Occasionnel,14
1043,39,10880,Célibataire,Consulting,Tech Lead,21,21,6,4,3,1,3,3,3,Oui,13.0,0,Frequent,8
1044,33,2342,Célibataire,Commercial,Représentant Commercial,3,2,2,2,2,4,4,2,3,Non,19.0,0,Aucun,2
1045,45,17650,Marié(e),Commercial,Senior Manager,26,9,3,4,3,4,2,4,3,Non,13.0,1,Occasionnel,1
1046,32,4025,Célibataire,Consulting,Consultant,10,8,7,4,3,3,2,3,3,Non,12.0,0,Aucun,7
1047,34,9725,Divorcé(e),Commercial,Cadre Commercial,16,15,1,2,4,4,4,2,3,Non,11.0,1,Occasionnel,9
1048,59,11904,Marié(e),Commercial,Senior Manager,14,6,4,2,3,4,3,1,3,Oui,14.0,1,Occasionnel,4
1049,45,2177,Célibataire,Ressources Humaines,Ressources Humaines,6,6,3,2,3,2,1,3,3,Non,16.0,0,Occasionnel,4
1050,53,7525,Marié(e),Commercial,Cadre Commercial,30,15,7,3,2,2,1,3,3,Non,12.0,1,Frequent,12
1052,36,4834,Divorcé(e),Consulting,Consultant,9,1,0,1,3,3,2,2,3,Non,14.0,1,Occasionnel,0
1053,26,2042,Marié(e),Consulting,Assistant de Direction,6,3,2,1,3,1,2,3,3,Oui,14.0,1,Frequent,2
1055,34,2220,Marié(e),Commercial,Représentant Commercial,1,1,1,3,3,3,4,3,3,Oui,19.0,1,Occasionnel,0
1056,28,1052,Marié(e),Commercial,Représentant Commercial,1,1,0,4,3,2,2,3,4,Non,22.0,0,Occasionnel,0
1060,38,2821,Marié(e),Consulting,Assistant de Direction,8,2,2,3,3,3,1,3,3,Non,16.0,1,Frequent,2
1061,50,19237,Marié(e),Consulting,Directeur Technique,29,8,1,2,3,3,4,2,3,Oui,11.0,1,Occasionnel,7
1062,37,4107,Célibataire,Consulting,Manager,8,4,3,4,3,2,1,2,3,Non,15.0,0,Occasionnel,1
1066,40,8396,Marié(e),Commercial,Cadre Commercial,8,7,7,3,3,1,2,2,3,Non,14.0,1,Occasionnel,5
1068,26,2007,Divorcé(e),Consulting,Assistant de Direction,5,5,3,1,2,3,3,3,3,Non,13.0,2,Frequent,3
1069,46,19627,Divorcé(e),Consulting,Directeur Technique,23,2,2,4,3,4,4,3,3,Non,17.0,2,Occasionnel,2
1070,54,10686,Marié(e),Commercial,Cadre Commercial,13,9,4,3,2,3,2,3,3,Non,11.0,1,Occasionnel,0
1071,56,2942,Marié(e),Consulting,Assistant de Direction,18,5,4,1,3,3,2,3,3,Non,19.0,1,Frequent,3
1073,36,8858,Célibataire,Consulting,Tech Lead,15,14,8,4,2,4,2,2,3,Non,11.0,0,Occasionnel,8
1074,55,16756,Célibataire,Consulting,Senior Manager,31,9,7,3,2,1,2,4,3,Non,15.0,0,Aucun,2
1076,43,10798,Divorcé(e),Commercial,Cadre Commercial,18,1,0,3,2,4,3,3,3,Non,13.0,1,Occasionnel,0
1077,20,2323,Célibataire,Commercial,Représentant Commercial,2,2,2,4,3,4,2,3,3,Oui,14.0,0,Frequent,2
1079,21,1416,Célibataire,Consulting,Consultant,1,1,0,3,2,1,1,2,3,Non,13.0,0,Occasionnel,0
1080,46,4615,Divorcé(e),Consulting,Assistant de Direction,19,16,13,4,2,1,1,3,4,Oui,23.0,3,Occasionnel,7
1081,51,2461,Marié(e),Consulting,Assistant de Direction,18,10,0,1,3,3,3,4,3,Oui,12.0,3,Occasionnel,7
1082,28,8722,Célibataire,Consulting,Manager,10,10,7,2,2,1,1,2,3,Non,12.0,0,Aucun,9
1083,26,3955,Marié(e),Consulting,Consultant,6,5,3,1,2,1,1,3,3,Non,16.0,2,Occasionnel,3
1084,30,9957,Marié(e),Consulting,Tech Lead,7,6,2,3,3,1,3,2,3,Non,15.0,1,Occasionnel,2
1085,41,3376,Marié(e),Consulting,Assistant de Direction,10,10,6,2,4,3,3,3,3,Non,13.0,0,Occasionnel,8
1088,38,8823,Marié(e),Consulting,Manager,20,19,9,3,2,3,1,2,3,Non,18.0,1,Occasionnel,9
1092,40,10322,Marié(e),Consulting,Manager,14,11,10,1,3,4,4,3,4,Non,20.0,1,Occasionnel,1
1094,27,4621,Marié(e),Consulting,Consultant,3,3,2,1,1,3,4,3,3,Non,19.0,3,Aucun,2
1096,55,10976,Marié(e),Consulting,Tech Lead,23,3,2,4,3,2,2,3,3,Non,18.0,1,Frequent,2
1097,28,3660,Célibataire,Consulting,Assistant de Direction,10,8,7,3,3,3,4,4,3,Non,13.0,0,Occasionnel,7
1098,44,10482,Marié(e),Ressources Humaines,Ressources Humaines,24,20,6,2,2,1,4,3,3,Non,14.0,1,Occasionnel,6
1099,33,7119,Divorcé(e),Consulting,Manager,9,3,2,4,2,4,3,3,3,Non,15.0,1,Occasionnel,2
1100,35,9582,Célibataire,Commercial,Cadre Commercial,9,8,7,4,3,1,1,3,4,Oui,22.0,0,Occasionnel,7
1101,33,4508,Célibataire,Consulting,Assistant de Direction,14,13,7,1,2,3,2,3,4,Non,22.0,0,Frequent,8
1102,28,2207,Divorcé(e),Consulting,Consultant,4,4,2,1,3,3,4,2,3,Non,16.0,1,Occasionnel,2
1103,34,7756,Célibataire,Consulting,Manager,7,6,2,1,3,4,3,2,3,Non,17.0,0,Frequent,4
1105,37,6694,Divorcé(e),Commercial,Cadre Commercial,8,1,0,4,2,4,3,3,3,Oui,14.0,3,Occasionnel,0
1106,25,3691,Marié(e),Consulting,Consultant,7,7,7,4,3,4,2,4,3,Oui,15.0,1,Occasionnel,6
1107,26,2377,Divorcé(e),Consulting,Consultant,1,1,1,1,3,3,3,2,4,Non,20.0,1,Occasionnel,0
1108,33,2313,Célibataire,Consulting,Assistant de Direction,5,2,2,1,2,2,2,3,4,Oui,20.0,0,Occasionnel,2
1109,42,17665,Marié(e),Consulting,Senior Manager,23,22,6,4,3,1,4,3,3,Non,17.0,1,Occasionnel,7
1111,28,2596,Divorcé(e),Consulting,Consultant,1,1,0,1,2,2,1,3,3,Non,15.0,2,Frequent,0
1113,50,4728,Célibataire,Commercial,Cadre Commercial,5,0,0,4,3,3,4,3,3,Oui,14.0,0,Frequent,0
1114,33,4302,Marié(e),Commercial,Cadre Commercial,4,3,2,4,3,2,3,3,3,Non,17.0,1,Frequent,2
1115,34,2979,Marié(e),Consulting,Assistant de Direction,6,0,0,3,2,4,4,3,3,Non,17.0,3,Aucun,0
1116,48,16885,Célibataire,Consulting,Senior Manager,27,5,4,1,4,4,3,2,4,Non,22.0,0,Aucun,1
1117,45,5593,Marié(e),Commercial,Cadre Commercial,15,15,10,2,2,3,4,3,3,Non,13.0,1,Aucun,12
1118,52,10445,Célibataire,Consulting,Manager,18,8,6,2,3,2,4,3,3,Non,19.0,0,Occasionnel,0
1119,38,8740,Divorcé(e),Commercial,Cadre Commercial,9,8,7,3,2,3,2,3,3,Oui,14.0,2,Occasionnel,7
1120,29,2514,Divorcé(e),Consulting,Assistant de Direction,11,7,5,3,3,4,1,3,4,Non,22.0,1,Occasionnel,7
1121,28,7655,Divorcé(e),Consulting,Tech Lead,10,9,7,4,3,2,2,2,3,Non,17.0,3,Occasionnel,7
1124,46,17465,Marié(e),Commercial,Senior Manager,23,12,9,1,3,3,4,3,3,Non,12.0,1,Occasionnel,9
1125,38,7351,Célibataire,Commercial,Cadre Commercial,10,1,0,4,3,2,3,3,3,Non,16.0,0,Occasionnel,0
1126,43,10820,Marié(e),Consulting,Tech Lead,18,8,7,3,3,1,3,3,3,Non,11.0,1,Frequent,1
1127,39,12169,Divorcé(e),Consulting,Manager,21,18,7,1,3,4,4,3,3,Non,11.0,3,Frequent,5
1128,40,19626,Célibataire,Consulting,Directeur Technique,21,20,7,3,2,3,1,4,3,Non,14.0,0,Occasionnel,9
1131,21,2070,Célibataire,Consulting,Assistant de Direction,2,2,2,4,2,2,3,4,3,Oui,11.0,0,Occasionnel,2
1132,39,6782,Célibataire,Consulting,Consultant,9,5,4,3,3,2,3,2,3,Non,15.0,0,Aucun,3
1133,36,7779,Célibataire,Consulting,Tech Lead,18,11,9,1,3,4,1,3,4,Non,20.0,0,Aucun,9
1135,31,2791,Marié(e),Commercial,Représentant Commercial,3,2,2,3,4,4,1,3,3,Non,12.0,1,Frequent,2
1136,28,3201,Marié(e),Consulting,Assistant de Direction,6,5,3,1,2,2,1,1,3,Non,17.0,0,Occasionnel,4
1137,35,4968,Divorcé(e),Commercial,Cadre Commercial,5,5,2,4,3,4,4,3,3,Non,11.0,1,Frequent,2
1138,49,13120,Marié(e),Commercial,Cadre Commercial,22,9,8,4,2,2,2,3,3,Non,17.0,1,Occasionnel,3
1140,34,4033,Célibataire,Consulting,Tech Lead,5,3,2,4,3,3,4,2,3,Non,11.0,0,Frequent,2
1143,29,3291,Divorcé(e),Consulting,Assistant de Direction,8,7,5,4,3,2,4,2,3,Non,14.0,2,Frequent,1
1148,42,4272,Célibataire,Consulting,Consultant,16,1,0,2,1,4,1,3,3,Non,19.0,0,Occasionnel,0
1150,29,5056,Marié(e),Consulting,Tech Lead,10,10,7,2,2,4,3,2,3,Oui,15.0,1,Occasionnel,2
1152,38,2844,Marié(e),Ressources Humaines,Ressources Humaines,7,7,6,3,4,3,4,4,3,Non,13.0,1,Occasionnel,0
1154,28,2703,Divorcé(e),Consulting,Assistant de Direction,3,3,1,3,2,3,4,3,3,Oui,14.0,1,Frequent,2
1156,18,1904,Célibataire,Consulting,Consultant,0,0,0,3,3,3,4,3,3,Non,12.0,0,Aucun,0
1157,33,8224,Célibataire,Commercial,Cadre Commercial,6,5,2,1,3,1,1,3,3,Oui,17.0,0,Occasionnel,3
1158,41,4766,Marié(e),Consulting,Consultant,6,1,0,2,3,4,1,3,3,Oui,11.0,1,Occasionnel,0
1160,31,2610,Marié(e),Consulting,Consultant,2,2,2,3,3,3,3,2,3,Non,12.0,1,Frequent,2
1161,37,5731,Divorcé(e),Consulting,Manager,9,6,2,3,2,4,3,3,3,Non,13.0,2,Occasionnel,3
1162,27,2539,Marié(e),Consulting,Assistant de Direction,4,4,2,4,2,3,3,3,3,Non,13.0,1,Occasionnel,2
1163,34,5714,Marié(e),Commercial,Cadre Commercial,6,6,5,2,3,3,1,2,4,Non,20.0,0,Occasionnel,3
1164,35,4323,Célibataire,Ressources Humaines,Ressources Humaines,6,5,4,3,3,3,2,1,3,Non,17.0,0,Occasionnel,4
1165,29,7336,Marié(e),Commercial,Cadre Commercial,11,11,8,4,2,1,1,1,3,Non,13.0,1,Occasionnel,10
1166,40,13499,Célibataire,Consulting,Directeur Technique,20,18,7,2,3,3,3,2,3,Non,17.0,0,Frequent,13
1167,42,13758,Célibataire,Commercial,Cadre Commercial,22,21,9,3,3,1,2,2,3,Oui,12.0,0,Frequent,14
1171,42,5155,Célibataire,Commercial,Cadre Commercial,9,6,4,2,3,1,4,4,3,Non,13.0,0,Occasionnel,5
1172,35,2258,Marié(e),Consulting,Consultant,10,8,0,4,2,3,2,3,3,Non,12.0,1,Occasionnel,7
1173,24,3597,Célibataire,Consulting,Consultant,6,4,3,4,3,2,4,3,4,Non,22.0,0,Occasionnel,2
1175,28,2515,Marié(e),Consulting,Consultant,1,1,1,3,3,4,4,2,3,Oui,11.0,0,Occasionnel,0
1177,26,4420,Marié(e),Consulting,Consultant,8,8,7,1,4,4,2,3,4,Non,22.0,1,Occasionnel,7
1179,30,6578,Marié(e),Commercial,Cadre Commercial,10,10,3,3,2,3,1,3,3,Non,18.0,1,Occasionnel,4
1180,40,4422,Marié(e),Consulting,Assistant de Direction,16,1,1,3,2,4,4,1,3,Oui,13.0,1,Frequent,0
1182,35,10274,Divorcé(e),Consulting,Tech Lead,15,7,7,3,2,2,2,4,3,Non,18.0,1,Occasionnel,4
1184,34,5343,Célibataire,Consulting,Manager,14,13,9,4,2,1,3,3,4,Non,20.0,0,Frequent,9
1185,35,2376,Marié(e),Consulting,Consultant,2,2,2,4,2,4,2,4,3,Non,13.0,1,Frequent,2
1188,43,5346,Célibataire,Commercial,Cadre Commercial,7,4,3,1,1,3,2,2,3,Non,13.0,0,Occasionnel,3
1190,32,2827,Divorcé(e),Commercial,Représentant Commercial,1,1,0,3,3,1,3,3,3,Non,12.0,3,Aucun,0
1191,56,19943,Divorcé(e),Consulting,Senior Manager,28,5,2,4,3,1,4,3,3,Non,13.0,1,Occasionnel,2
1192,29,3131,Marié(e),Consulting,Consultant,10,10,8,2,3,4,1,3,3,Non,13.0,1,Occasionnel,8
1193,19,2552,Célibataire,Consulting,Assistant de Direction,1,1,1,3,3,1,3,3,4,Non,25.0,0,Occasionnel,0
1195,45,4477,Marié(e),Consulting,Assistant de Direction,7,3,2,1,3,3,3,2,3,Oui,19.0,1,Occasionnel,2
1196,37,6474,Marié(e),Consulting,Tech Lead,14,14,8,4,2,4,2,2,3,Non,13.0,1,Occasionnel,11
1198,20,3033,Célibataire,Consulting,Consultant,2,2,2,1,2,3,1,2,3,Non,12.0,0,Occasionnel,2
1200,44,2936,Célibataire,Consulting,Assistant de Direction,6,6,4,3,3,3,3,3,3,Oui,11.0,0,Occasionnel,2
1201,53,18606,Divorcé(e),Consulting,Senior Manager,26,7,7,4,3,3,2,3,3,Non,18.0,1,Occasionnel,7
1202,29,2168,Marié(e),Consulting,Assistant de Direction,6,5,4,2,1,4,1,2,3,Oui,18.0,1,Occasionnel,3
1203,22,2853,Marié(e),Consulting,Assistant de Direction,1,0,0,3,2,4,2,3,3,Oui,11.0,1,Frequent,0
1204,46,17048,Marié(e),Commercial,Senior Manager,28,26,15,3,3,1,1,3,4,Non,23.0,0,Occasionnel,9
1206,44,2290,Célibataire,Consulting,Assistant de Direction,6,0,0,4,1,3,4,3,3,Non,13.0,0,Aucun,0
1207,33,3600,Marié(e),Ressources Humaines,Ressources Humaines,5,5,4,2,3,3,4,3,3,Non,13.0,1,Occasionnel,4
1210,41,2107,Divorcé(e),Consulting,Assistant de Direction,5,1,0,1,2,1,1,1,3,Non,17.0,1,Aucun,0
1211,30,4115,Divorcé(e),Commercial,Cadre Commercial,8,4,3,3,3,1,3,3,3,Non,19.0,3,Occasionnel,3
1212,40,4327,Marié(e),Commercial,Cadre Commercial,5,0,0,2,3,2,4,3,3,Non,12.0,3,Frequent,0
1215,50,17856,Marié(e),Consulting,Senior Manager,32,2,2,4,3,1,3,3,4,Non,22.0,1,Frequent,2
1216,28,3196,Marié(e),Consulting,Consultant,6,6,5,4,2,1,3,3,3,Non,12.0,3,Occasionnel,3
1217,46,19081,Marié(e),Consulting,Directeur Technique,25,4,2,4,3,2,1,3,3,Non,11.0,1,Occasionnel,3
1218,35,8966,Marié(e),Commercial,Cadre Commercial,15,7,7,3,3,1,4,3,3,Oui,15.0,3,Occasionnel,7
1219,24,2210,Marié(e),Consulting,Consultant,1,1,0,4,3,2,1,1,3,Non,13.0,1,Occasionnel,0
1220,33,4539,Marié(e),Commercial,Cadre Commercial,10,10,7,2,3,3,1,2,3,Non,12.0,1,Frequent,1
1221,36,2741,Divorcé(e),Consulting,Consultant,7,7,7,3,1,3,3,3,3,Non,14.0,1,Occasionnel,7
1224,30,3491,Divorcé(e),Consulting,Consultant,10,10,7,3,3,3,1,2,3,Non,13.0,3,Occasionnel,9
1225,44,4541,Célibataire,Consulting,Assistant de Direction,20,20,11,4,3,4,2,3,4,Non,25.0,0,Occasionnel,17
1226,20,2678,Célibataire,Commercial,Représentant Commercial,2,2,1,3,4,4,4,3,3,Non,17.0,0,Occasionnel,2
1228,46,7379,Divorcé(e),Consulting,Tech Lead,12,6,3,4,3,4,3,2,3,Non,11.0,1,Occasionnel,4
1231,42,6272,Marié(e),Ressources Humaines,Ressources Humaines,10,4,3,4,4,1,1,4,3,Non,16.0,1,Aucun,3
1233,60,5220,Divorcé(e),Commercial,Cadre Commercial,12,11,7,2,4,4,2,3,3,Oui,18.0,1,Occasionnel,9
1234,32,2743,Marié(e),Consulting,Consultant,2,2,2,3,2,2,3,3,4,Non,20.0,1,Frequent,2
1235,32,4998,Célibataire,Consulting,Assistant de Direction,10,8,7,4,3,3,4,3,3,Oui,14.0,0,Frequent,7
1237,36,10252,Divorcé(e),Consulting,Tech Lead,17,7,7,3,1,1,3,3,4,Oui,21.0,1,Occasionnel,7
1238,33,2781,Marié(e),Consulting,Assistant de Direction,15,14,10,1,3,4,2,3,3,Non,13.0,1,Occasionnel,10
1239,40,6852,Divorcé(e),Commercial,Cadre Commercial,7,5,1,2,2,2,2,4,3,Non,12.0,1,Occasionnel,3
